Depth ice/snow [m],Age model [ka],δD [‰ SMOW],delta T [°C],Sample ID
2805,451.492,-425.9,-6.7,5101
2805.55,452.042,-428.2,-7.07,5102
2806.1,452.613,-433.2,-7.89,5103
2806.65,453.229,-429.3,-7.24,5104
2807.2,453.816,-423.9,-6.34,5105
2807.75,454.4,-426.8,-6.81,5106
2808.3,454.969,-428,-7.01,5107
2808.85,455.55,-430.3,-7.39,5108
2809.4,456.156,-435.3,-8.21,5109
2809.95,456.813,-439.7,-8.92,5110
2810.5,457.519,-438.4,-8.7,5111
2811.05,458.216,-439.3,-8.83,5112
2811.6,458.942,-439.2,-8.8,5113
2812.15,459.652,-437.3,-8.47,5114
2812.7,460.344,-436.6,-8.34,5115
2813.25,461.031,-436.1,-8.24,5116
2813.8,461.713,-431.4,-7.45,5117
2814.35,462.35,-429.6,-7.15,5118
2814.9,462.97,-432.6,-7.63,5119
2815.45,463.62,-432.8,-7.65,5120
2816,464.257,-435.5,-8.08,5121
2816.55,464.951,-437.8,-8.44,5122
2817.1,465.657,-438.3,-8.5,5123
2817.65,466.367,-436.5,-8.17,5124
2818.2,467.058,-435.8,-8.03,5125
2818.75,467.74,-439.7,-8.64,5126
2819.3,468.461,-433.5,-7.58,5127
2819.85,469.115,-426.9,-6.47,5128
2820.4,469.706,-431.8,-7.26,5129
2820.95,470.337,-426.1,-6.3,5130
2821.5,470.916,-419.4,-5.18,5131
2822.05,471.435,-417.3,-4.83,5132
2822.6,471.934,-412.3,-4,5133
2823.15,472.392,-416.1,-4.62,5134
2823.7,472.88,-421.5,-5.5,5135
2824.25,473.409,-425.7,-6.17,5136
2824.8,473.97,-430.9,-7.01,5137
2825.35,474.576,-430.3,-6.89,5138
2825.9,475.16,-423.5,-5.75,5139
2826.45,475.696,-419.6,-5.09,5140
2827,476.2,-416.7,-4.61,5141
2827.55,476.679,-414.2,-4.19,5142
2828.1,477.138,-412.8,-3.95,5143
2828.65,477.586,-417,-4.64,5144
2829.2,478.062,-420.4,-5.19,5145
2829.75,478.562,-425.3,-5.98,5146
2830.3,479.099,-423.9,-5.73,5147
2830.85,479.623,-420.5,-5.15,5148
2831.4,480.119,-419.4,-4.95,5149
2831.95,480.605,-418.3,-4.76,5150
2832.5,481.081,-419.5,-4.94,5151
2833.05,481.571,-417.1,-4.53,5152
2833.6,482.035,-416,-4.34,5153
2834.15,482.489,-413.8,-3.97,5154
2834.7,482.928,-415,-4.15,5155
2835.25,483.371,-412.5,-3.74,5156
2835.8,483.798,-412.7,-3.76,5157
2836.35,484.225,-410.3,-3.36,5158
2836.9,484.635,-411.4,-3.54,5159
2837.45,485.051,-410.8,-3.44,5160
2838,485.462,-410.5,-3.39,5161
2838.55,485.87,-410.7,-3.42,5162
2839.1,486.279,-409.5,-3.22,5163
2839.65,486.679,-406.7,-2.76,5164
2840.2,487.062,-406.6,-2.75,5165
2840.75,487.444,-405.4,-2.56,5166
2841.3,487.817,-404.4,-2.4,5167
2841.85,488.185,-405.4,-2.57,5168
2842.4,488.555,-398,-1.36,5169
2842.95,488.889,-404.9,-2.51,5170
2843.5,489.256,-404.1,-2.39,5171
2844.05,489.62,-403.2,-2.25,5172
2844.6,489.978,-403.5,-2.31,5173
2845.15,490.338,-404.2,-2.44,5174
2845.7,490.701,-406.4,-2.81,5175
2846.25,491.076,-407.7,-3.03,5176
2846.8,491.456,-409,-3.25,5177
2847.35,491.845,-409,-3.25,5178
2847.9,492.234,-410,-3.42,5179
2848.45,492.628,-410,-3.42,5180
2849,493.022,-410.4,-3.5,5181
2849.55,493.416,-408.8,-3.23,5182
2850.1,493.802,-413,-3.93,5183
2850.65,494.208,-411.9,-3.75,5184
2851.2,494.6,-412,-3.78,5185
2851.75,495.001,-412,-3.78,5186
2852.3,495.401,-412,-3.79,5187
2852.85,495.8,-410.7,-3.58,5188
2853.4,496.19,-411.7,-3.74,5189
2853.95,496.584,-411.9,-3.78,5190
2854.5,496.978,-413,-3.97,5191
2855.05,497.376,-411.1,-3.66,5192
2855.6,497.762,-413,-3.97,5193
2856.15,498.157,-412.1,-3.83,5194
2856.7,498.545,-412.7,-3.93,5195
2857.25,498.934,-411.7,-3.77,5196
2857.8,499.316,-411.3,-3.72,5197
2858.35,499.694,-414.8,-4.3,5198
2858.9,500.09,-414.5,-4.25,5199
2859.45,500.482,-414.9,-4.31,5200
2860,500.875,-415.5,-4.41,5201
2860.55,501.269,-415.7,-4.45,5202
2861.1,501.663,-417.9,-4.81,5203
2861.65,502.067,-414,-4.16,5204
2862.2,502.446,-415.6,-4.43,5205
2862.75,502.832,-415.7,-4.45,5206
2863.3,503.217,-415.2,-4.37,5207
2863.85,503.596,-414.2,-4.21,5208
2864.4,503.968,-415.7,-4.46,5209
2864.95,504.346,-412.9,-4,5210
2865.5,504.708,-415.3,-4.4,5211
2866.05,505.08,-419.2,-5.04,5212
2866.6,505.474,-420.9,-5.32,5213
2867.15,505.875,-420.3,-5.21,5214
2867.7,506.271,-418.5,-4.91,5215
2868.25,506.654,-417.2,-4.7,5216
2868.8,507.027,-416.8,-4.63,5217
2869.35,507.396,-416.1,-4.52,5218
2869.9,507.758,-416.3,-4.55,5219
2870.45,508.12,-418.4,-4.9,5220
2871,508.493,-425.1,-6,5221
2871.55,508.902,-424.8,-5.94,5222
2872.1,509.308,-423.6,-5.73,5223
2872.65,509.704,-424,-5.78,5224
2873.2,510.1,-422.7,-5.55,5225
2873.75,510.487,-423.5,-5.67,5226
2874.3,510.876,-424.1,-5.76,5227
2874.85,511.267,-424.6,-5.83,5228
2875.4,511.658,-424.9,-5.86,5229
2875.95,512.049,-423.6,-5.63,5230
2876.5,512.432,-423.1,-5.53,5231
2877.05,512.809,-423,-5.49,5232
2877.6,513.185,-423.9,-5.62,5233
2878.15,513.563,-422.6,-5.38,5234
2878.7,513.933,-419,-4.77,5235
2879.25,514.282,-419.6,-4.84,5236
2879.8,514.633,-420.7,-5,5237
2880.35,514.989,-420.7,-4.98,5238
2880.9,515.343,-417.7,-4.46,5239
2881.45,515.681,-415.5,-4.08,5240
2882,516.006,-415.2,-4.01,5241
2882.55,516.329,-418.1,-4.48,5242
2883.1,516.666,-417.2,-4.31,5243
2883.65,516.998,-417.1,-4.28,5244
2884.2,517.329,-412.5,-3.51,5245
2884.75,517.637,-415.6,-4.01,5246
2885.3,517.96,-412.3,-3.46,5247
2885.85,518.267,-413.1,-3.59,5248
2886.4,518.578,-412.4,-3.47,5249
2886.95,518.885,-412.3,-3.45,5250
2887.5,519.193,-411,-3.23,5251
2888.05,519.495,-412.5,-3.48,5252
2888.6,519.804,-412.1,-3.41,5253
2889.15,520.111,-414.1,-3.75,5254
2889.7,520.416,-412.3,-3.45,5255
2890.25,520.726,-410.3,-3.12,5256
2890.8,521.027,-415.2,-3.94,5257
2891.35,521.353,-411.9,-3.4,5258
2891.9,521.664,-412.3,-3.47,5259
2892.45,521.978,-411.8,-3.4,5260
2893,522.29,-412.8,-3.58,5261
2893.55,522.61,-420.4,-4.84,5262
2894.1,522.969,-418.6,-4.55,5263
2894.65,523.321,-418.9,-4.61,5264
2895.2,523.675,-417,-4.3,5265
2895.75,524.022,-418.2,-4.51,5266
2896.3,524.375,-416.8,-4.29,5267
2896.85,524.728,-420.1,-4.84,5268
2897.4,525.099,-417.1,-4.35,5269
2897.95,525.452,-418.7,-4.64,5270
2898.5,525.808,-420.4,-4.93,5271
2899.05,526.184,-419.9,-4.86,5272
2899.6,526.559,-419.6,-4.82,5273
2900.15,526.935,-417.1,-4.42,5274
2900.7,527.299,-419.8,-4.9,5275
2901.25,527.683,-417.8,-4.58,5276
2901.8,528.056,-416,-4.31,5277
2902.35,528.422,-414.8,-4.14,5278
2902.9,528.783,-416.5,-4.44,5279
2903.45,529.157,-416.7,-4.5,5280
2904,529.534,-420.7,-5.18,5281
2904.55,529.939,-422.1,-5.43,5282
2905.1,530.357,-425.9,-6.07,5283
2905.65,530.804,-430,-6.75,5284
2906.2,531.284,-433.5,-7.33,5285
2906.75,531.795,-432.2,-7.12,5286
2907.3,532.302,-435.8,-7.71,5287
2907.85,532.841,-434.4,-7.48,5288
2908.4,533.375,-435.8,-7.71,5289
2908.95,533.926,-433,-7.24,5290
2909.5,534.459,-432.7,-7.2,5291
2910.05,534.994,-429.3,-6.64,5292
2910.6,535.508,-431.4,-6.99,5293
2911.15,536.044,-430,-6.76,5294
2911.7,536.575,-430.3,-6.82,5295
2912.25,537.113,-429.9,-6.76,5296
2912.8,537.652,-428.1,-6.47,5297
2913.35,538.194,-434.5,-7.53,5298
2913.9,538.784,-435.9,-7.77,5299
2914.45,539.391,-434.6,-7.56,5300
2915,539.991,-434,-7.46,5301
2915.55,540.589,-434.4,-7.55,5302
2916.1,541.188,-433.7,-7.43,5303
2916.65,541.788,-432.7,-7.28,5304
2917.2,542.381,-431.6,-7.1,5305
2917.75,542.964,-432.4,-7.24,5306
2918.3,543.554,-433,-7.35,5307
2918.85,544.149,-434.8,-7.64,5308
2919.4,544.758,-437.8,-8.13,5309
2919.95,545.367,-437.8,-8.12,5310
2920.5,545.985,-438,-8.14,5311
2921.05,546.604,-436.7,-7.91,5312
2921.6,547.202,-432.3,-7.17,5313
2922.15,547.746,-430.3,-6.82,5314
2922.7,548.28,-432.5,-7.17,5315
2923.25,548.818,-432.8,-7.2,5316
2923.8,549.348,-430.5,-6.81,5317
2924.35,549.855,-426.6,-6.14,5318
2924.9,550.322,-421.9,-5.35,5319
2925.45,550.761,-423.4,-5.58,5320
2926,551.208,-427.7,-6.28,5321
2926.55,551.673,-429,-6.48,5322
2927.1,552.129,-431.9,-6.94,5323
2927.65,552.607,-428.1,-6.29,5324
2928.2,553.047,-427.8,-6.23,5325
2928.75,553.481,-423,-5.42,5326
2929.3,553.874,-420.9,-5.07,5327
2929.85,554.25,-418.6,-4.68,5328
2930.4,554.604,-417.6,-4.52,5329
2930.95,554.948,-414.7,-4.04,5330
2931.5,555.265,-410.5,-3.35,5331
2932.05,555.563,-408.9,-3.09,5332
2932.6,555.844,-409.8,-3.25,5333
2933.15,556.126,-418.3,-4.67,5334
2933.7,556.411,-415.5,-4.21,5335
2934.25,556.719,-416.7,-4.41,5336
2934.8,557.013,-420.7,-5.07,5337
2935.35,557.308,-420,-4.95,5338
2935.9,557.616,-422.7,-5.38,5339
2936.45,557.911,-423.4,-5.49,5340
2937,558.214,-424.5,-5.66,5341
2937.55,558.514,-427.5,-6.15,5342
2938.1,558.823,-431.9,-6.86,5343
2938.65,559.133,-431.5,-6.77,5344
2939.2,559.461,-429.9,-6.48,5345
2939.75,559.778,-425.7,-5.75,5346
2940.3,560.077,-424.2,-5.48,5347
2940.85,560.352,-424,-5.43,5348
2941.4,560.625,-422.8,-5.21,5349
2941.95,560.89,-421.6,-5,5350
2942.5,561.149,-419.6,-4.65,5351
2943.05,561.404,-418.8,-4.49,5352
2943.6,561.649,-419.8,-4.64,5353
2944.15,561.889,-416.4,-4.07,5354
2944.7,562.13,-416.1,-4,5355
2945.25,562.357,-414.4,-3.7,5356
2945.8,562.582,-414.2,-3.66,5357
2946.35,562.799,-412.7,-3.4,5358
2946.9,563.015,-412.4,-3.33,5359
2947.45,563.225,-410.8,-3.06,5360
2948,563.433,-411.8,-3.22,5361
2948.55,563.636,-409.4,-2.81,5362
2949.1,563.841,-409.8,-2.87,5363
2949.65,564.039,-408.1,-2.59,5364
2950.2,564.238,-407.5,-2.49,5365
2950.75,564.432,-405.8,-2.21,5366
2951.3,564.627,-408,-2.58,5367
2951.85,564.815,-404.8,-2.05,5368
2952.4,564.994,-404.9,-2.07,5369
2952.95,565.179,-405.7,-2.21,5370
2953.5,565.365,-406,-2.27,5371
2954.05,565.554,-404.8,-2.08,5372
2954.6,565.745,-402,-1.63,5373
2955.15,565.933,-403.1,-1.82,5374
2955.7,566.114,-403.1,-1.84,5375
2956.25,566.298,-403.3,-1.89,5376
2956.8,566.484,-402.7,-1.8,5377
2957.35,566.671,-404,-2.02,5378
2957.9,566.857,-400.4,-1.44,5379
2958.45,567.047,-403,-1.87,5380
2959,567.231,-400.2,-1.42,5381
2959.55,567.42,-399,-1.22,5382
2960.1,567.602,-401.7,-1.68,5383
2960.65,567.781,-403.2,-1.93,5384
2961.2,567.969,-400.2,-1.44,5385
2961.75,568.161,-400.8,-1.54,5386
2962.3,568.346,-399.8,-1.38,5387
2962.85,568.532,-401.1,-1.59,5388
2963.4,568.716,-400.6,-1.51,5389
2963.95,568.905,-402.2,-1.77,5390
2964.5,569.093,-400.5,-1.49,5391
2965.05,569.285,-398.1,-1.09,5392
2965.6,569.474,-400.4,-1.47,5393
2966.15,569.656,-400.1,-1.42,5394
2966.7,569.845,-401.4,-1.64,5395
2967.25,570.034,-400.5,-1.48,5396
2967.8,570.228,-400.6,-1.5,5397
2968.35,570.419,-401.3,-1.61,5398
2968.9,570.612,-400.5,-1.48,5399
2969.45,570.807,-400.1,-1.42,5400
2970,571.001,-400.5,-1.49,5401
2970.55,571.194,-400.2,-1.45,5402
2971.1,571.39,-399.8,-1.38,5403
2971.65,571.585,-400.2,-1.44,5404
2972.2,571.78,-401.8,-1.69,5405
2972.75,571.977,-400.8,-1.51,5406
2973.3,572.178,-402.6,-1.79,5407
2973.85,572.378,-403.1,-1.86,5408
2974.4,572.583,-400.6,-1.43,5409
2974.95,572.79,-401.3,-1.53,5410
2975.5,572.991,-400.1,-1.32,5411
2976.05,573.193,-405.2,-2.15,5412
2976.6,573.392,-402.1,-1.63,5413
2977.15,573.608,-400.6,-1.35,5414
2977.7,573.814,-400.4,-1.29,5415
2978.25,574.016,-403.4,-1.76,5416
2978.8,574.217,-400.9,-1.31,5417
2979.35,574.428,-401.8,-1.41,5418
2979.9,574.631,-400.9,-1.23,5419
2980.45,574.837,-401.1,-1.22,5420
2981,575.04,-402.2,-1.37,5421
2981.55,575.244,-400,-0.99,5422
2982.1,575.452,-400.9,-1.14,5423
2982.65,575.654,-402.4,-1.42,5424
2983.2,575.861,-403.2,-1.62,5425
2983.75,576.076,-403.2,-1.73,5426
2984.3,576.297,-402.4,-1.73,5427
2984.85,576.523,-404.4,-2.11,5428
2985.4,576.749,-403.4,-1.95,5429
2985.95,576.981,-402.8,-1.83,5430
2986.5,577.214,-403,-1.87,5431
2987.05,577.447,-405.4,-2.27,5432
2987.6,577.684,-403.4,-1.95,5433
2988.15,577.932,-402.6,-1.83,5434
2988.7,578.166,-401.8,-1.71,5435
2989.25,578.402,-399.6,-1.36,5436
2989.8,578.645,-396.8,-0.92,5437
2990.35,578.883,-397.7,-1.08,5438
2990.9,579.114,-397.7,-1.1,5439
2991.45,579.352,-397.3,-1.06,5440
2992,579.592,-397.8,-1.16,5441
2992.55,579.836,-397.1,-1.07,5442
2993.1,580.084,-399.3,-1.46,5443
2993.65,580.335,-404.3,-2.31,5444
2994.2,580.598,-408.6,-3.04,5445
2994.75,580.878,-407.1,-2.81,5446
2995.3,581.193,-410.9,-3.45,5447
2995.85,581.507,-414.8,-4.1,5448
2996.4,581.846,-415.5,-4.23,5449
2996.95,582.213,-419,-4.81,5450
2997.5,582.592,-424.5,-5.72,5451
2998.05,582.999,-428.1,-6.31,5452
2998.6,583.449,-432.5,-7.03,5453
2999.15,583.928,-431.7,-6.89,5454
2999.7,584.446,-425.8,-5.9,5455
3000.25,584.984,-425,-5.75,5456
3000.8,585.485,-427.2,-6.1,5457
3001.35,585.99,-423.5,-5.49,5458
3001.9,586.521,-429.8,-6.52,5459
3002.45,587.034,-431.1,-6.73,5460
3003,587.62,-427.5,-6.11,5461
3003.55,588.205,-422,-5.18,5462
3004.1,588.778,-418.7,-4.62,5463
3004.65,589.314,-415.3,-4.05,5464
3005.2,589.83,-411.9,-3.48,5465
3005.75,590.337,-411.9,-3.47,5466
3006.3,590.816,-421.1,-4.99,5467
3006.85,591.301,-426.7,-5.92,5468
3007.4,591.862,-425.4,-5.68,5469
3007.95,592.474,-423.2,-5.3,5470
3008.5,593.083,-422,-5.09,5471
3009.05,593.666,-419.3,-4.63,5472
3009.6,594.256,-417.5,-4.32,5473
3010.15,594.821,-414.9,-3.89,5474
3010.7,595.401,-418.2,-4.42,5475
3011.25,595.959,-424.4,-5.44,5476
3011.8,596.546,-429.8,-6.31,5477
3012.35,597.19,-432.3,-6.7,5478
3012.9,597.892,-430.8,-6.42,5479
3013.45,598.667,-425.8,-5.54,5480
3014,599.4,-424.9,-5.35,5481
3014.55,600.096,-422.9,-4.99,5482
3015.1,600.791,-424.2,-5.18,5483
3015.65,601.487,-418.6,-4.23,5484
3016.2,602.124,-419.3,-4.33,5485
3016.75,602.788,-418.6,-4.19,5486
3017.3,603.474,-418.9,-4.22,5487
3017.85,604.15,-417.2,-3.92,5488
3018.4,604.834,-414.8,-3.51,5489
3018.95,605.507,-414.6,-3.47,5490
3019.5,606.161,-413.1,-3.21,5491
3020.05,606.819,-411.5,-2.94,5492
3020.6,607.474,-407.9,-2.35,5493
3021.15,608.079,-405.8,-2.01,5494
3021.7,608.674,-404.1,-1.74,5495
3022.25,609.269,-401.7,-1.37,5496
3022.8,609.854,-399.9,-1.09,5497
3023.35,610.425,-400.7,-1.26,5498
3023.9,610.985,-401.8,-1.47,5499
3024.45,611.541,-401.3,-1.43,5500
3025,612.13,-401.2,-1.46,5501
3025.55,612.717,-398.4,-1.04,5502
3026.1,613.31,-400,-1.35,5503
3026.65,613.878,-397.9,-1.04,5504
3027.2,614.466,-399.2,-1.3,5505
3027.75,615.06,-396.9,-0.97,5506
3028.3,615.672,-398.5,-1.28,5507
3028.85,616.273,-399.3,-1.46,5508
3029.4,616.895,-401.9,-1.94,5509
3029.95,617.533,-403.7,-2.28,5510
3030.5,618.205,-400.4,-1.79,5511
3031.05,618.904,-403.1,-2.29,5512
3031.6,619.576,-403.4,-2.38,5513
3032.15,620.278,-400.5,-1.96,5514
3032.7,620.95,-400.1,-1.95,5515
3033.25,621.644,-403.7,-2.59,5516
3033.8,622.342,-402.9,-2.52,5517
3034.35,623.054,-404.5,-2.84,5518
3034.9,623.796,-402.9,-2.63,5519
3035.45,624.562,-402.9,-2.69,5520
3036,625.316,-399.6,-2.2,5521
3036.55,626.073,-405.3,-3.19,5522
3037.1,626.8,-412.5,-4.42,5523
3037.65,627.597,-419,-5.54,5524
3038.2,628.49,-428.7,-7.17,5525
3038.75,629.486,-435.8,-8.37,5526
3039.3,630.645,-437.8,-8.72,5527
3039.85,631.964,-438.3,-8.8,5528
3040.4,633.312,-434.9,-8.24,5529
3040.95,634.676,-439,-8.9,5530
3041.5,635.956,-439.2,-8.92,5531
3042.05,637.31,-436.1,-8.39,5532
3042.6,638.664,-438,-8.68,5533
3043.15,639.948,-439.1,-8.84,5534
3043.7,641.262,-439.3,-8.86,5535
3044.25,642.589,-435.5,-8.21,5536
3044.8,643.907,-432.7,-7.73,5537
3045.35,645.119,-432.5,-7.68,5538
3045.9,646.222,-432.7,-7.71,5539
3046.45,647.328,-433.4,-7.82,5540
3047,648.431,-431.2,-7.46,5541
3047.55,649.522,-428.9,-7.07,5542
3048.1,650.556,-431.3,-7.47,5543
3048.65,651.553,-430.2,-7.29,5544
3049.2,652.589,-432.9,-7.72,5545
3049.75,653.588,-434.2,-7.92,5546
3050.3,654.607,-432.2,-7.58,5547
3050.85,655.611,-427.9,-6.87,5548
3051.4,656.55,-426.9,-6.71,5549
3051.95,657.42,-430.9,-7.38,5550
3052.5,658.255,-431.7,-7.52,5551
3053.05,659.093,-436.7,-8.36,5552
3053.6,659.97,-434.6,-8.02,5553
3054.15,660.865,-438.4,-8.64,5554
3054.7,661.743,-436.3,-8.3,5555
3055.25,662.653,-434.5,-8,5556
3055.8,663.513,-433.5,-7.82,5557
3056.35,664.289,-437.1,-8.42,5558
3056.9,665.075,-440.3,-8.94,5559
3057.45,665.887,-441,-9.05,5560
3058,666.722,-441,-9.03,5561
3058.55,667.546,-440.7,-8.95,5562
3059.1,668.348,-440.5,-8.89,5563
3059.65,669.129,-437.1,-8.31,5564
3060.2,669.852,-430.7,-7.24,5565
3060.75,670.509,-431,-7.28,5566
3061.3,671.102,-433,-7.62,5567
3061.85,671.706,-436.2,-8.16,5568
3062.4,672.29,-436.8,-8.25,5569
3062.95,672.908,-435.2,-7.99,5570
3063.5,673.52,-433.4,-7.68,5571
3064.05,674.132,-432.4,-7.51,5572
3064.6,674.722,-429.7,-7.05,5573
3065.15,675.293,-426.8,-6.54,5574
3065.7,675.849,-423.2,-5.94,5575
3066.25,676.364,-423.1,-5.89,5576
3066.8,676.871,-428.2,-6.71,5577
3067.35,677.33,-432.1,-7.34,5578
3067.9,677.788,-429.5,-6.9,5579
3068.45,678.267,-422,-5.65,5580
3069,678.78,-416.2,-4.67,5581
3069.55,679.269,-419.2,-5.15,5582
3070.1,679.721,-424.1,-5.95,5583
3070.65,680.122,-427.2,-6.46,5584
3071.2,680.542,-430.7,-7.02,5585
3071.75,680.987,-432.7,-7.34,5586
3072.3,681.449,-430.5,-6.95,5587
3072.85,681.935,-425.1,-6.02,5588
3073.4,682.433,-422.6,-5.58,5589
3073.95,682.912,-420.5,-5.2,5590
3074.5,683.371,-421.5,-5.34,5591
3075.05,683.792,-422.3,-5.46,5592
3075.6,684.198,-421,-5.23,5593
3076.15,684.61,-418.7,-4.83,5594
3076.7,685.025,-417.9,-4.68,5595
3077.25,685.431,-417.7,-4.62,5596
3077.8,685.823,-417.8,-4.61,5597
3078.35,686.211,-416.7,-4.41,5598
3078.9,686.589,-414.8,-4.07,5599
3079.45,686.965,-414.3,-3.97,5600
3080,687.342,-413,-3.73,5601
3080.55,687.708,-411.8,-3.5,5602
3081.1,688.07,-411.6,-3.44,5603
3081.65,688.435,-411.3,-3.36,5604
3082.2,688.786,-412.3,-3.5,5605
3082.75,689.136,-413.7,-3.7,5606
3083.3,689.486,-411.7,-3.35,5607
3083.85,689.836,-410.6,-3.14,5608
3084.4,690.193,-410.2,-3.05,5609
3084.95,690.54,-410.4,-3.05,5610
3085.5,690.88,-407.7,-2.59,5611
3086.05,691.219,-407.4,-2.51,5612
3086.6,691.562,-409,-2.75,5613
3087.15,691.888,-408.8,-2.7,5614
3087.7,692.21,-407.7,-2.5,5615
3088.25,692.539,-407.2,-2.39,5616
3088.8,692.871,-405.2,-2.04,5617
3089.35,693.188,-402.6,-1.6,5618
3089.9,693.514,-402.4,-1.55,5619
3090.45,693.83,-404.4,-1.86,5620
3091,694.129,-404.2,-1.82,5621
3091.55,694.439,-405.9,-2.08,5622
3092.1,694.761,-405.5,-2,5623
3092.65,695.072,-405.2,-1.94,5624
3093.2,695.392,-404.6,-1.83,5625
3093.75,695.713,-405.2,-1.92,5626
3094.3,696.03,-404.3,-1.77,5627
3094.85,696.351,-404.8,-1.85,5628
3095.4,696.673,-406.1,-2.07,5629
3095.95,696.992,-404.8,-1.86,5630
3096.5,697.31,-403.7,-1.69,5631
3097.05,697.637,-405.2,-1.94,5632
3097.6,697.97,-404.8,-1.88,5633
3098.15,698.299,-404.5,-1.84,5634
3098.7,698.634,-404.9,-1.92,5635
3099.25,698.974,-406.9,-2.26,5636
3099.8,699.317,-408.6,-2.55,5637
3100.35,699.665,-408.2,-2.49,5638
3100.9,700.027,-409.7,-2.75,5639
3101.45,700.404,-407.8,-2.45,5640
3102,700.784,-406.9,-2.31,5641
3102.55,701.177,-405.9,-2.16,5642
3103.1,701.564,-403.4,-1.77,5643
3103.65,701.952,-404.8,-2.02,5644
3104.2,702.339,-406.9,-2.4,5645
3104.75,702.719,-407.3,-2.49,5646
3105.3,703.114,-406.3,-2.36,5647
3105.85,703.529,-406.7,-2.45,5648
3106.4,703.956,-408.5,-2.78,5649
3106.95,704.384,-410,-3.05,5650
3107.5,704.825,-410.8,-3.21,5651
3108.05,705.287,-410.7,-3.21,5652
3108.6,705.77,-412.1,-3.46,5653
3109.15,706.27,-413.7,-3.75,5654
3109.7,706.78,-413.3,-3.7,5655
3110.25,707.312,-413,-3.67,5656
3110.8,707.87,-412.2,-3.56,5657
3111.35,708.436,-411.7,-3.5,5658
3111.9,709.011,-414.7,-4.02,5659
3112.45,709.591,-413.7,-3.88,5660
3113,710.178,-414.5,-4.06,5661
3113.55,710.806,-413.8,-4,5662
3114.1,711.436,-413.8,-4.05,5663
3114.65,712.087,-414.3,-4.19,5664
3115.2,712.743,-414.5,-4.29,5665
3115.75,713.41,-411.9,-3.9,5666
3116.3,714.092,-412.4,-4.02,5667
3116.85,714.808,-413.5,-4.23,5668
3117.4,715.479,-419.2,-5.2,5669
3117.95,716.162,-419.4,-5.26,5670
3118.5,716.86,-421.3,-5.59,5671
3119.05,717.625,-425.1,-6.23,5672
3119.6,718.378,-426.6,-6.47,5673
3120.15,719.147,-429.3,-6.92,5674
3120.7,720.001,-430.7,-7.13,5675
3121.25,720.764,-435.4,-7.9,5676
3121.8,721.643,-440.9,-8.77,5677
3122.35,722.534,-438.4,-8.32,5678
3122.9,723.478,-431.5,-7.14,5679
3123.45,724.233,-423.2,-5.75,5680
3124,724.982,-419.9,-5.18,5681
3124.55,725.802,-419.5,-5.07,5682
3125.1,726.535,-425.9,-6.1,5683
3125.65,727.213,-425.2,-5.96,5684
3126.2,727.948,-425.9,-6.05,5685
3126.75,728.662,-424.7,-5.83,5686
3127.3,729.369,-424,-5.69,5687
3127.85,730.05,-421.8,-5.31,5688
3128.4,730.709,-421.4,-5.23,5689
3128.95,731.331,-421.8,-5.28,5690
3129.5,731.946,-419.2,-4.85,5691
3130.05,732.602,-415.3,-4.2,5692
3130.6,733.241,-412.9,-3.79,5693
3131.15,733.803,-413.7,-3.93,5694
3131.7,734.327,-413.7,-3.95,5695
3132.25,734.843,-414.8,-4.15,5696
3132.8,735.336,-413.7,-3.99,5697
3133.35,735.855,-411.9,-3.72,5698
3133.9,736.355,-413.6,-4.03,5699
3134.45,736.837,-416.1,-4.47,5700
3135,737.354,-416.2,-4.52,5701
3135.55,737.809,-417.4,-4.76,5702
3136.1,738.294,-420.9,-5.38,5703
3136.65,738.799,-422.2,-5.62,5704
3137.2,739.277,-425.9,-6.27,5705
3137.75,739.778,-431.1,-7.16,5706
3138.3,740.294,-436.5,-8.08,5707
3138.85,740.867,-437.4,-8.24,5708
3139.4,741.465,-437.4,-8.25,5709
3139.95,742.086,-438.7,-8.47,5710
3140.5,742.707,-439.4,-8.6,5711
3141.05,743.325,-441.4,-8.95,5712
3141.6,743.934,-440.5,-8.84,5713
3142.15,744.545,-439.2,-8.67,5714
3142.7,745.171,-437.4,-8.41,5715
3143.25,745.782,-438.3,-8.56,5716
3143.8,746.375,-438.3,-8.56,5717
3144.35,746.947,-438.7,-8.62,5718
3144.9,747.52,-438.8,-8.63,5719
3145.45,748.091,-439.2,-8.69,5720
3146,748.642,-438.7,-8.6,5721
3146.55,749.203,-437.8,-8.44,5722
3147.1,749.766,-437.1,-8.32,5723
3147.65,750.322,-438.3,-8.5,5724
3148.2,750.878,-439,-8.58,5725
3148.75,751.428,-439.3,-8.59,5726
3149.3,751.99,-438.5,-8.42,5727
3149.85,752.561,-438.5,-8.37,5728
3150.4,753.139,-438,-8.24,5729
3150.95,753.716,-436.6,-7.97,5730
3151.5,754.3,-435.8,-7.79,5731
3152.05,754.886,-434.5,-7.54,5732
3152.6,755.475,-432.8,-7.22,5733
3153.15,756.06,-427.2,-6.25,5734
3153.7,756.643,-422.9,-5.5,5735
3154.25,757.22,-420.6,-5.09,5736
3154.8,757.758,-422,-5.3,5737
3155.35,758.265,-424.9,-5.77,5738
3155.9,758.757,-426.8,-6.07,5739
3156.45,759.282,-429,-6.43,5740
3157,759.838,-433.3,-7.12,5741
3157.55,760.417,-434.3,-7.27,5742
3158.1,761.022,-434.8,-7.33,5743
3158.65,761.692,-431.3,-6.72,5744
