Depth ice/snow [m],Age model [ka],δD [‰ SMOW],delta T [°C],Sample ID
444.4,15.581,-414.2,-4.8,809
444.95,15.612,-417.8,-5.39,810
445.5,15.642,-416.9,-5.25,811
446.05,15.672,-419.1,-5.61,812
446.6,15.703,-417.3,-5.32,813
447.15,15.734,-419.1,-5.62,814
447.7,15.765,-420.3,-5.82,815
448.25,15.797,-422.5,-6.18,816
448.8,15.83,-417.7,-5.39,817
449.35,15.862,-425.4,-6.66,818
449.9,15.894,-420.8,-5.91,819
450.45,15.927,-421.1,-5.96,820
451,15.96,-424.1,-6.46,821
451.55,15.994,-426.8,-6.9,822
452.1,16.029,-425.9,-6.76,823
452.65,16.063,-420.9,-5.94,824
453.2,16.096,-421.9,-6.1,825
453.75,16.129,-421.7,-6.07,826
454.3,16.162,-422.6,-6.22,827
454.85,16.196,-429.8,-7.41,828
455.4,16.231,-423.9,-6.44,829
455.95,16.266,-421.9,-6.12,830
456.5,16.299,-425.8,-6.76,831
457.05,16.334,-426,-6.79,832
457.6,16.369,-425.7,-6.75,833
458.15,16.404,-426.4,-6.86,834
458.7,16.44,-434.2,-8.15,835
459.25,16.478,-427.5,-7.05,836
459.8,16.516,-429.9,-7.44,837
460.35,16.553,-428.1,-7.15,838
460.9,16.589,-426.1,-6.82,839
461.45,16.626,-438.3,-8.83,840
462,16.665,-429.4,-7.37,841
462.55,16.705,-434.5,-8.21,842
463.1,16.744,-433.9,-8.11,843
463.65,16.784,-434.6,-8.23,844
464.2,16.825,-439.3,-9,845
464.75,16.867,-431.6,-7.74,846
465.3,16.907,-432,-7.8,847
465.85,16.947,-435.5,-8.38,848
466.4,16.986,-429.4,-7.38,849
466.95,17.025,-437.2,-8.66,850
467.5,17.066,-429.5,-7.4,851
468.05,17.105,-441.5,-9.37,852
468.6,17.148,-436.2,-8.5,853
469.15,17.19,-435.6,-8.4,854
469.7,17.233,-439.9,-9.11,855
470.25,17.275,-435.5,-8.39,856
470.8,17.318,-439.7,-9.08,857
471.35,17.361,-442.5,-9.54,858
471.9,17.407,-442.1,-9.47,859
472.45,17.453,-442.1,-9.47,860
473,17.499,-443.5,-9.7,861
473.55,17.545,-433.9,-8.13,862
474.1,17.586,-439,-8.97,863
474.65,17.63,-443.7,-9.74,864
475.2,17.676,-438.6,-8.9,865
475.75,17.72,-438.4,-8.87,866
476.3,17.764,-442.5,-9.54,867
476.85,17.81,-444.2,-9.82,868
477.4,17.857,-443.1,-9.64,869
477.95,17.903,-440.5,-9.21,870
478.5,17.949,-440.7,-9.25,871
479.05,17.993,-438.8,-8.94,872
479.6,18.037,-440.3,-9.18,873
480.15,18.082,-441.9,-9.45,874
480.7,18.128,-441.7,-9.41,875
481.25,18.174,-441.4,-9.36,876
481.8,18.219,-442.3,-9.51,877
482.35,18.266,-441.6,-9.4,878
482.9,18.312,-447.4,-10.35,879
483.45,18.361,-437.2,-8.67,880
484,18.405,-440.8,-9.26,881
484.55,18.449,-436.5,-8.56,882
485.1,18.493,-444.8,-9.92,883
485.65,18.54,-440.5,-9.21,884
486.2,18.586,-442.9,-9.61,885
486.75,18.632,-441.4,-9.36,886
487.3,18.678,-439.3,-9.02,887
487.85,18.723,-443.4,-9.69,888
488.4,18.769,-438.2,-8.84,889
488.95,18.815,-446,-10.12,890
489.5,18.862,-441.3,-9.34,891
490.05,18.908,-435.8,-8.44,892
490.6,18.953,-447.9,-10.43,893
491.15,19.001,-444.6,-9.89,894
491.7,19.049,-436.3,-8.52,895
492.25,19.093,-442.5,-9.54,896
492.8,19.139,-441.3,-9.34,897
493.35,19.185,-432,-7.81,898
493.9,19.226,-442.6,-9.55,899
494.45,19.272,-438.7,-8.91,900
495,19.317,-445.1,-9.96,901
495.55,19.365,-440.2,-9.16,902
496.1,19.411,-443.8,-9.75,903
496.65,19.458,-443,-9.62,904
497.2,19.506,-446.5,-10.19,905
497.75,19.555,-441.5,-9.37,906
498.3,19.603,-446.5,-10.19,907
498.85,19.652,-444.9,-9.93,908
499.4,19.7,-438.9,-8.94,909
499.95,19.746,-438.3,-8.84,910
500.5,19.79,-436.4,-8.53,911
501.05,19.834,-442.4,-9.51,912
501.6,19.881,-448,-10.43,913
502.15,19.931,-444.2,-9.81,914
502.7,19.979,-441.7,-9.4,915
503.25,20.026,-439.5,-9.04,916
503.8,20.072,-442.1,-9.46,917
504.35,20.118,-437.5,-8.71,918
504.9,20.163,-444.1,-9.79,919
505.45,20.21,-440.6,-9.22,920
506,20.257,-442.5,-9.53,921
506.55,20.304,-443.5,-9.69,922
507.1,20.352,-443.7,-9.72,923
507.65,20.401,-446.5,-10.18,924
508.2,20.45,-438.8,-8.92,925
508.75,20.496,-438.3,-8.83,926
509.3,20.541,-441.2,-9.31,927
509.85,20.587,-442.3,-9.49,928
510.4,20.635,-443.3,-9.65,929
510.95,20.683,-443.2,-9.64,930
511.5,20.731,-439.5,-9.03,931
512.05,20.776,-441.5,-9.36,932
512.6,20.823,-441.8,-9.41,933
513.15,20.87,-442.2,-9.47,934
513.7,20.918,-441.7,-9.39,935
514.25,20.965,-446.3,-10.14,936
514.8,21.015,-440.9,-9.25,937
515.35,21.062,-442.5,-9.52,938
515.9,21.109,-437.8,-8.74,939
516.45,21.155,-439.7,-9.06,940
517,21.201,-445.6,-10.02,941
517.55,21.25,-445.7,-10.04,942
518.1,21.3,-440.6,-9.2,943
518.65,21.346,-436.9,-8.59,944
519.2,21.39,-432.8,-7.92,945
519.75,21.435,-446.1,-10.1,946
520.3,21.482,-443.7,-9.71,947
520.85,21.531,-438.8,-8.9,948
521.4,21.578,-443.3,-9.64,949
521.95,21.626,-446.2,-10.12,950
522.5,21.676,-442.9,-9.57,951
523.05,21.724,-439.2,-8.96,952
523.6,21.77,-437.7,-8.72,953
524.15,21.815,-436.2,-8.47,954
524.7,21.859,-442,-9.42,955
525.25,21.907,-440.3,-9.14,956
525.8,21.953,-443.1,-9.6,957
526.35,22.002,-442.2,-9.45,958
526.9,22.05,-444.4,-9.82,959
527.45,22.099,-445.4,-9.98,960
528,22.15,-443.5,-9.67,961
528.55,22.199,-438.3,-8.81,962
529.1,22.244,-445.8,-10.04,963
529.65,22.295,-445,-9.91,964
530.2,22.345,-435.6,-8.36,965
530.75,22.389,-440.3,-9.14,966
531.3,22.436,-442,-9.41,967
531.85,22.483,-437.9,-8.74,968
532.4,22.529,-440.8,-9.22,969
532.95,22.577,-445.1,-9.92,970
533.5,22.626,-439.5,-9,971
534.05,22.674,-445.5,-9.98,972
534.6,22.723,-441.7,-9.36,973
535.15,22.772,-443.3,-9.62,974
535.7,22.821,-441.9,-9.39,975
536.25,22.869,-444,-9.73,976
536.8,22.918,-442.9,-9.55,977
537.35,22.967,-440.2,-9.11,978
537.9,23.014,-436.1,-8.43,979
538.45,23.059,-438.6,-8.84,980
539,23.104,-434.9,-8.23,981
539.55,23.149,-439.5,-8.99,982
540.1,23.195,-440.7,-9.19,983
540.65,23.242,-438.3,-8.79,984
541.2,23.289,-447.2,-10.25,985
541.75,23.34,-441.8,-9.36,986
542.3,23.388,-439.3,-8.95,987
542.85,23.435,-441.3,-9.28,988
543.4,23.483,-437.7,-8.69,989
543.95,23.529,-438.9,-8.88,990
544.5,23.575,-439.9,-9.05,991
545.05,23.622,-437.4,-8.64,992
545.6,23.668,-439.3,-8.95,993
546.15,23.715,-441.4,-9.29,994
546.7,23.763,-441.8,-9.36,995
547.25,23.812,-448.1,-10.39,996
547.8,23.864,-445.4,-9.95,997
548.35,23.916,-443.4,-9.62,998
548.9,23.965,-442.8,-9.52,999
549.45,24.015,-449.3,-10.58,1000
550,24.069,-443.8,-9.68,1001
550.55,24.119,-442.1,-9.4,1002
551.1,24.168,-440,-9.05,1003
551.65,24.216,-439.7,-9,1004
552.2,24.263,-444.3,-9.76,1005
552.75,24.314,-441.7,-9.33,1006
553.3,24.363,-446.2,-10.07,1007
553.85,24.415,-446.4,-10.1,1008
554.4,24.467,-433.5,-7.98,1009
554.95,24.511,-439.7,-8.99,1010
555.5,24.558,-445.2,-9.9,1011
556.05,24.609,-447.1,-10.21,1012
556.6,24.662,-446.2,-10.06,1013
557.15,24.714,-445.6,-9.96,1014
557.7,24.766,-445.2,-9.89,1015
558.25,24.818,-443.1,-9.54,1016
558.8,24.868,-444.9,-9.84,1017
559.35,24.919,-442.2,-9.39,1018
559.9,24.969,-444.9,-9.83,1019
560.45,25.02,-445.6,-9.95,1020
561,25.072,-444.9,-9.83,1021
561.55,25.123,-442,-9.35,1022
562.1,25.173,-442,-9.35,1023
562.65,25.223,-447.2,-10.21,1024
563.2,25.276,-448.9,-10.48,1025
563.75,25.33,-447.9,-10.32,1026
564.3,25.384,-443.2,-9.54,1027
564.85,25.435,-445.2,-9.87,1028
565.4,25.487,-445,-9.84,1029
565.95,25.538,-444,-9.67,1030
566.5,25.589,-443.2,-9.54,1031
567.05,25.64,-441.8,-9.3,1032
567.6,25.69,-447.2,-10.19,1033
568.15,25.743,-446.2,-10.02,1034
568.7,25.795,-443.2,-9.53,1035
569.25,25.847,-448.9,-10.47,1036
569.8,25.9,-439.6,-8.93,1037
570.35,25.95,-443.7,-9.61,1038
570.9,26,-447.3,-10.2,1039
571.45,26.053,-439.9,-8.98,1040
572,26.103,-445.2,-9.85,1041
572.55,26.154,-445.9,-9.96,1042
573.1,26.207,-441.1,-9.17,1043
573.65,26.257,-448.6,-10.4,1044
574.2,26.311,-445.9,-9.96,1045
574.75,26.364,-440.2,-9.02,1046
575.3,26.413,-445.8,-9.94,1047
575.85,26.465,-442.2,-9.34,1048
576.4,26.516,-443.7,-9.59,1049
576.95,26.567,-446,-9.96,1050
577.5,26.62,-447.4,-10.19,1051
578.05,26.674,-446.9,-10.11,1052
578.6,26.727,-440.5,-9.05,1053
579.15,26.777,-443.1,-9.48,1054
579.7,26.828,-444.6,-9.72,1055
580.25,26.88,-447.1,-10.13,1056
580.8,26.933,-443.8,-9.59,1057
581.35,26.985,-444.8,-9.75,1058
581.9,27.037,-444.5,-9.7,1059
582.45,27.09,-445.9,-9.93,1060
583,27.142,-441.6,-9.22,1061
583.55,27.192,-439,-8.79,1062
584.1,27.24,-435.9,-8.28,1063
584.65,27.287,-439.3,-8.84,1064
585.2,27.333,-427.6,-6.91,1065
585.75,27.377,-441.8,-9.25,1066
586.3,27.425,-440.5,-9.03,1067
586.85,27.475,-438.4,-8.69,1068
587.4,27.523,-449.5,-10.51,1069
587.95,27.578,-441.2,-9.14,1070
588.5,27.628,-433.4,-7.86,1071
589.05,27.673,-432.5,-7.71,1072
589.6,27.717,-438,-8.61,1073
590.15,27.765,-440,-8.94,1074
590.7,27.814,-442.8,-9.4,1075
591.25,27.864,-436.6,-8.38,1076
591.8,27.912,-439.2,-8.81,1077
592.35,27.961,-445.7,-9.87,1078
592.9,28.014,-447.8,-10.22,1079
593.45,28.068,-441.3,-9.15,1080
594,28.119,-443,-9.42,1081
594.55,28.17,-446.1,-9.93,1082
595.1,28.224,-443,-9.42,1083
595.65,28.275,-438.7,-8.71,1084
596.2,28.324,-439.8,-8.89,1085
596.75,28.373,-435.6,-8.2,1086
597.3,28.419,-433.4,-7.84,1087
597.85,28.465,-438.6,-8.69,1088
598.4,28.512,-438.1,-8.61,1089
598.95,28.56,-438,-8.59,1090
599.5,28.608,-439.7,-8.87,1091
600.05,28.658,-443.3,-9.46,1092
600.6,28.709,-441.4,-9.14,1093
601.15,28.759,-440,-8.91,1094
601.7,28.809,-442.2,-9.27,1095
602.25,28.859,-436.6,-8.35,1096
602.8,28.908,-439.8,-8.88,1097
603.35,28.956,-436.2,-8.28,1098
603.9,29.004,-438.9,-8.72,1099
604.45,29.052,-436.1,-8.26,1100
605,29.099,-435.1,-8.1,1101
605.55,29.145,-435.9,-8.23,1102
606.1,29.192,-430.8,-7.39,1103
606.65,29.236,-438.2,-8.6,1104
607.2,29.283,-431.8,-7.55,1105
607.75,29.328,-434.1,-7.93,1106
608.3,29.375,-443.2,-9.42,1107
608.85,29.425,-439.9,-8.88,1108
609.4,29.474,-437.1,-8.42,1109
609.95,29.523,-436.7,-8.35,1110
610.5,29.57,-437.1,-8.42,1111
611.05,29.618,-436.6,-8.33,1112
611.6,29.665,-433.5,-7.82,1113
612.15,29.711,-436.8,-8.36,1114
612.7,29.758,-440.1,-8.9,1115
613.25,29.808,-445.7,-9.82,1116
613.8,29.862,-443.4,-9.44,1117
614.35,29.915,-443,-9.38,1118
614.9,29.967,-445.9,-9.85,1119
615.45,30.02,-437.1,-8.4,1120
616,30.071,-447,-10.03,1121
616.55,30.124,-442.3,-9.25,1122
617.1,30.177,-441.9,-9.19,1123
617.65,30.227,-436.6,-8.31,1124
618.2,30.277,-446.5,-9.94,1125
618.75,30.33,-438.4,-8.61,1126
619.3,30.38,-441.2,-9.06,1127
619.85,30.431,-442,-9.19,1128
620.4,30.483,-442,-9.19,1129
620.95,30.534,-442.6,-9.29,1130
621.5,30.586,-440.1,-8.88,1131
622.05,30.637,-440.1,-8.88,1132
622.6,30.687,-440.1,-8.87,1133
623.15,30.738,-440.1,-8.87,1134
623.7,30.788,-440.1,-8.87,1135
624.25,30.837,-432.2,-7.57,1136
624.8,30.884,-439,-8.69,1137
625.35,30.933,-439.5,-8.77,1138
625.9,30.983,-438,-8.52,1139
626.45,31.032,-444,-9.51,1140
627,31.085,-446.6,-9.93,1141
627.55,31.141,-442.7,-9.29,1142
628.1,31.194,-443.8,-9.47,1143
628.65,31.247,-447.3,-10.04,1144
629.2,31.303,-443.5,-9.42,1145
629.75,31.356,-440.4,-8.91,1146
630.3,31.408,-441.4,-9.07,1147
630.85,31.459,-440.4,-8.9,1148
631.4,31.511,-446.3,-9.87,1149
631.95,31.564,-440.5,-8.92,1150
632.5,31.618,-449.3,-10.36,1151
633.05,31.673,-442.2,-9.19,1152
633.6,31.725,-431.9,-7.5,1153
634.15,31.773,-436.8,-8.3,1154
634.7,31.821,-440.3,-8.88,1155
635.25,31.871,-438,-8.5,1156
635.8,31.919,-429.3,-7.07,1157
636.35,31.965,-435.7,-8.12,1158
636.9,32.012,-428.3,-6.9,1159
637.45,32.055,-437.4,-8.4,1160
638,32.104,-438.9,-8.64,1161
638.55,32.154,-436.9,-8.31,1162
639.1,32.203,-439.9,-8.81,1163
639.65,32.253,-436.2,-8.2,1164
640.2,32.302,-437.3,-8.38,1165
640.75,32.35,-433.7,-7.78,1166
641.3,32.399,-441.2,-9.02,1167
641.85,32.448,-434.7,-7.95,1168
642.4,32.496,-435.6,-8.09,1169
642.95,32.545,-442.1,-9.16,1170
643.5,32.598,-445.8,-9.77,1171
644.05,32.652,-443.9,-9.46,1172
644.6,32.707,-443,-9.31,1173
645.15,32.761,-446.5,-9.88,1174
645.7,32.816,-442.6,-9.24,1175
646.25,32.869,-438.7,-8.59,1176
646.8,32.921,-442.7,-9.25,1177
647.35,32.973,-439.6,-8.74,1178
647.9,33.024,-436.2,-8.18,1179
648.45,33.073,-435.3,-8.03,1180
649,33.121,-434.7,-7.93,1181
649.55,33.168,-432.3,-7.53,1182
650.1,33.215,-435.5,-8.06,1183
650.65,33.262,-433.7,-7.76,1184
651.2,33.309,-432,-7.48,1185
651.75,33.355,-437,-8.3,1186
652.3,33.404,-435.5,-8.06,1187
652.85,33.453,-438,-8.47,1188
653.4,33.502,-436,-8.14,1189
653.95,33.551,-435.9,-8.12,1190
654.5,33.599,-433.5,-7.72,1191
655.05,33.648,-443.2,-9.32,1192
655.6,33.699,-435.8,-8.1,1193
656.15,33.75,-439.9,-8.77,1194
656.7,33.801,-444.5,-9.53,1195
657.25,33.856,-444.5,-9.53,1196
657.8,33.911,-444.5,-9.53,1197
658.35,33.966,-444.5,-9.52,1198
658.9,34.021,-444.5,-9.52,1199
659.45,34.077,-442.3,-9.16,1200
660,34.13,-438.5,-8.53,1201
660.55,34.181,-442.1,-9.12,1202
661.1,34.234,-441.2,-8.97,1203
661.65,34.287,-444.9,-9.58,1204
662.2,34.342,-441.9,-9.08,1205
662.75,34.395,-436.5,-8.19,1206
663.3,34.445,-435.5,-8.03,1207
663.85,34.494,-438.7,-8.55,1208
664.4,34.545,-431.6,-7.39,1209
664.95,34.591,-437.4,-8.34,1210
665.5,34.64,-433.8,-7.75,1211
666.05,34.688,-433.4,-7.68,1212
666.6,34.736,-438.3,-8.48,1213
667.15,34.785,-431.4,-7.35,1214
667.7,34.832,-431.7,-7.4,1215
668.25,34.879,-437.6,-8.37,1216
668.8,34.928,-435.6,-8.04,1217
669.35,34.977,-433.5,-7.69,1218
669.9,35.024,-429.5,-7.03,1219
670.45,35.069,-433.5,-7.69,1220
671,35.117,-437.9,-8.41,1221
671.55,35.167,-433.7,-7.72,1222
672.1,35.214,-429.9,-7.09,1223
672.65,35.26,-432.5,-7.52,1224
673.2,35.307,-436.5,-8.18,1225
673.75,35.356,-436.9,-8.24,1226
674.3,35.406,-435.8,-8.06,1227
674.85,35.454,-428.2,-6.81,1228
675.4,35.501,-438.6,-8.52,1229
675.95,35.551,-439.5,-8.67,1230
676.5,35.602,-434.3,-7.81,1231
677.05,35.65,-433.1,-7.61,1232
677.6,35.698,-434.8,-7.89,1233
678.15,35.746,-439.6,-8.68,1234
678.7,35.798,-436.6,-8.18,1235
679.25,35.848,-443,-9.24,1236
679.8,35.903,-435.3,-7.97,1237
680.35,35.952,-435.6,-8.02,1238
680.9,36.001,-436,-8.08,1239
681.45,36.051,-435.8,-8.05,1240
682,36.101,-442,-9.07,1241
682.55,36.154,-439.7,-8.69,1242
683.1,36.206,-438.8,-8.54,1243
683.65,36.258,-437.5,-8.32,1244
684.2,36.308,-434.6,-7.84,1245
684.75,36.357,-434.6,-7.84,1246
685.3,36.406,-436.1,-8.09,1247
685.85,36.456,-436.8,-8.2,1248
686.4,36.506,-435.9,-8.05,1249
686.95,36.555,-434.2,-7.77,1250
687.5,36.604,-438.3,-8.44,1251
688.05,36.655,-436.1,-8.08,1252
688.6,36.705,-435.3,-7.95,1253
689.15,36.755,-439.6,-8.66,1254
689.7,36.807,-440.7,-8.84,1255
690.25,36.859,-438.9,-8.54,1256
690.8,36.911,-436.7,-8.17,1257
691.35,36.961,-429.6,-7,1258
691.9,37.007,-427.3,-6.63,1259
692.45,37.051,-435.1,-7.91,1260
693,37.1,-434.9,-7.88,1261
693.55,37.149,-435,-7.89,1262
694.1,37.198,-427.3,-6.62,1263
694.65,37.244,-434.4,-7.79,1264
695.2,37.29,-428.6,-6.84,1265
695.75,37.337,-435.1,-7.91,1266
696.3,37.384,-428.6,-6.84,1267
696.85,37.431,-436.5,-8.14,1268
697.4,37.48,-428.7,-6.85,1269
697.95,37.525,-430.7,-7.18,1270
698.5,37.571,-423.8,-6.04,1271
699.05,37.613,-424.6,-6.18,1272
699.6,37.656,-425.2,-6.27,1273
700.15,37.697,-418.3,-5.14,1274
700.7,37.737,-426,-6.41,1275
701.25,37.779,-418.8,-5.22,1276
701.8,37.819,-415.4,-4.66,1277
702.35,37.858,-424.5,-6.16,1278
702.9,37.899,-430.6,-7.17,1279
703.45,37.945,-431,-7.23,1280
704,37.992,-434.8,-7.86,1281
704.55,38.039,-423.4,-5.98,1282
705.1,38.082,-420.5,-5.5,1283
705.65,38.124,-430.4,-7.13,1284
706.2,38.169,-431.1,-7.25,1285
706.75,38.215,-433.4,-7.63,1286
707.3,38.263,-422.5,-5.83,1287
707.85,38.306,-431.3,-7.28,1288
708.4,38.351,-425.3,-6.29,1289
708.95,38.395,-427,-6.57,1290
709.5,38.439,-429.8,-7.03,1291
710.05,38.484,-427.3,-6.62,1292
710.6,38.529,-425.9,-6.39,1293
711.15,38.572,-426,-6.41,1294
711.7,38.616,-425.6,-6.34,1295
712.25,38.66,-428.5,-6.82,1296
712.8,38.704,-430.7,-7.18,1297
713.35,38.751,-432.8,-7.53,1298
713.9,38.798,-424.4,-6.15,1299
714.45,38.842,-428.9,-6.89,1300
715,38.886,-427.1,-6.59,1301
715.55,38.931,-426.3,-6.46,1302
716.1,38.976,-434.3,-7.78,1303
716.65,39.023,-428.8,-6.87,1304
717.2,39.069,-423.2,-5.95,1305
717.75,39.111,-436,-8.05,1306
718.3,39.161,-434,-7.73,1307
718.85,39.211,-436.9,-8.2,1308
719.4,39.261,-436,-8.05,1309
719.95,39.312,-435.5,-7.97,1310
720.5,39.362,-436.9,-8.2,1311
721.05,39.413,-435.5,-7.97,1312
721.6,39.463,-435.9,-8.03,1313
722.15,39.515,-441.9,-9.02,1314
722.7,39.569,-443,-9.2,1315
723.25,39.625,-442.4,-9.1,1316
723.8,39.68,-436.8,-8.18,1317
724.35,39.732,-443.3,-9.24,1318
724.9,39.787,-434.7,-7.83,1319
725.45,39.838,-438.7,-8.48,1320
726,39.89,-434.2,-7.74,1321
726.55,39.94,-436.5,-8.12,1322
727.1,39.99,-430.9,-7.2,1323
727.65,40.039,-437.3,-8.25,1324
728.2,40.089,-434.2,-7.74,1325
728.75,40.138,-433.3,-7.59,1326
729.3,40.188,-439.6,-8.63,1327
729.85,40.241,-439,-8.53,1328
730.4,40.293,-438.3,-8.41,1329
730.95,40.345,-430.9,-7.19,1330
731.5,40.394,-433,-7.54,1331
732.05,40.441,-431.3,-7.26,1332
732.6,40.49,-439.1,-8.54,1333
733.15,40.543,-441.2,-8.89,1334
733.7,40.597,-440.2,-8.72,1335
734.25,40.651,-440.1,-8.7,1336
734.8,40.705,-440.8,-8.82,1337
735.35,40.759,-438.4,-8.42,1338
735.9,40.812,-436.7,-8.14,1339
736.45,40.865,-444.3,-9.39,1340
737,40.92,-436.8,-8.15,1341
737.55,40.972,-436,-8.02,1342
738.1,41.023,-434.5,-7.77,1343
738.65,41.073,-433.3,-7.57,1344
739.2,41.123,-439.4,-8.58,1345
739.75,41.174,-431.7,-7.31,1346
740.3,41.223,-426.5,-6.45,1347
740.85,41.269,-433.2,-7.55,1348
741.4,41.317,-433.4,-7.58,1349
741.95,41.366,-434.9,-7.83,1350
742.5,41.416,-439.4,-8.57,1351
743.05,41.469,-427.8,-6.66,1352
743.6,41.516,-441,-8.83,1353
744.15,41.569,-434.7,-7.79,1354
744.7,41.62,-440.4,-8.73,1355
745.25,41.674,-435.7,-7.95,1356
745.8,41.725,-437.3,-8.22,1357
746.35,41.777,-441.9,-8.97,1358
746.9,41.832,-438.2,-8.36,1359
747.45,41.885,-440.9,-8.8,1360
748,41.94,-440.5,-8.74,1361
748.55,41.995,-440.6,-8.75,1362
749.1,42.05,-442.5,-9.06,1363
749.65,42.106,-442.4,-9.04,1364
750.2,42.161,-437.4,-8.22,1365
750.75,42.215,-441.5,-8.89,1366
751.3,42.268,-433.2,-7.52,1367
751.85,42.319,-437.2,-8.18,1368
752.4,42.371,-438.3,-8.36,1369
752.95,42.423,-433.3,-7.54,1370
753.5,42.473,-433.4,-7.55,1371
754.05,42.522,-434.7,-7.77,1372
754.6,42.573,-438.9,-8.46,1373
755.15,42.625,-430.8,-7.12,1374
755.7,42.674,-439.3,-8.52,1375
756.25,42.726,-433.8,-7.61,1376
756.8,42.777,-435.8,-7.94,1377
757.35,42.827,-432.6,-7.41,1378
757.9,42.876,-428.6,-6.75,1379
758.45,42.922,-430.5,-7.07,1380
759,42.969,-430.2,-7.02,1381
759.55,43.017,-431.3,-7.2,1382
760.1,43.064,-427.8,-6.62,1383
760.65,43.11,-429.1,-6.83,1384
761.2,43.157,-433.2,-7.51,1385
761.75,43.205,-429.1,-6.83,1386
762.3,43.252,-436.4,-8.03,1387
762.85,43.303,-435.8,-7.93,1388
763.4,43.354,-426.9,-6.47,1389
763.95,43.4,-429.7,-6.93,1390
764.5,43.447,-432.3,-7.36,1391
765.05,43.495,-435.6,-7.9,1392
765.6,43.546,-436.6,-8.06,1393
766.15,43.597,-432.4,-7.37,1394
766.7,43.647,-433.6,-7.57,1395
767.25,43.696,-435.1,-7.81,1396
767.8,43.746,-431.5,-7.22,1397
768.35,43.796,-438.8,-8.42,1398
768.9,43.849,-440.4,-8.68,1399
769.45,43.902,-436.4,-8.02,1400
770,43.954,-435.9,-7.94,1401
770.55,44.005,-440.8,-8.74,1402
771.1,44.058,-440.3,-8.66,1403
771.65,44.112,-438.2,-8.31,1404
772.2,44.166,-441.3,-8.82,1405
772.75,44.221,-441,-8.77,1406
773.3,44.276,-439,-8.44,1407
773.85,44.33,-436.6,-8.04,1408
774.4,44.382,-430.5,-7.04,1409
774.95,44.431,-434.1,-7.63,1410
775.5,44.482,-440.8,-8.73,1411
776.05,44.535,-438.2,-8.3,1412
776.6,44.588,-439.2,-8.46,1413
777.15,44.641,-435.8,-7.9,1414
777.7,44.692,-433.8,-7.57,1415
778.25,44.743,-435.9,-7.92,1416
778.8,44.794,-435.2,-7.8,1417
779.35,44.845,-435.1,-7.78,1418
779.9,44.896,-433.8,-7.57,1419
780.45,44.946,-434.3,-7.65,1420
781,44.996,-434.9,-7.75,1421
781.55,45.046,-431.4,-7.17,1422
782.1,45.095,-431.1,-7.12,1423
782.65,45.143,-428.1,-6.62,1424
783.2,45.189,-430.6,-7.04,1425
783.75,45.237,-430.4,-7,1426
784.3,45.284,-429.9,-6.92,1427
784.85,45.331,-427.9,-6.59,1428
785.4,45.377,-429.1,-6.79,1429
785.95,45.424,-427.4,-6.51,1430
786.5,45.47,-430.2,-6.97,1431
787.05,45.517,-429.8,-6.9,1432
787.6,45.562,-419.9,-5.27,1433
788.15,45.606,-430.7,-7.05,1434
788.7,45.652,-425.5,-6.19,1435
789.25,45.697,-428.5,-6.69,1436
789.8,45.742,-420.9,-5.44,1437
790.35,45.785,-424.4,-6.01,1438
790.9,45.827,-420.4,-5.35,1439
791.45,45.87,-426,-6.28,1440
792,45.912,-413.7,-4.25,1441
792.55,45.951,-419.1,-5.14,1442
793.1,45.992,-424.5,-6.03,1443
793.65,46.036,-429.5,-6.86,1444
794.2,46.08,-423.1,-5.8,1445
794.75,46.124,-419.7,-5.24,1446
795.3,46.165,-426.6,-6.38,1447
795.85,46.21,-426.2,-6.31,1448
796.4,46.254,-425,-6.12,1449
796.95,46.298,-425.4,-6.18,1450
797.5,46.341,-422.5,-5.7,1451
798.05,46.384,-422.6,-5.72,1452
798.6,46.427,-417.3,-4.85,1453
799.15,46.466,-415.6,-4.57,1454
799.7,46.504,-412.3,-4.03,1455
800.25,46.542,-422.1,-5.64,1456
800.8,46.583,-421.3,-5.51,1457
801.35,46.624,-418.5,-5.05,1458
801.9,46.666,-422.3,-5.68,1459
802.45,46.707,-419.7,-5.25,1460
803,46.748,-427.8,-6.58,1461
803.55,46.794,-427.2,-6.49,1462
804.1,46.84,-429.5,-6.86,1463
804.65,46.885,-423.5,-5.88,1464
805.2,46.93,-426.9,-6.44,1465
805.75,46.975,-426.9,-6.44,1466
806.3,47.02,-425.3,-6.17,1467
806.85,47.065,-428.8,-6.75,1468
807.4,47.111,-429.1,-6.8,1469
807.95,47.158,-425.7,-6.24,1470
808.5,47.203,-426.9,-6.44,1471
809.05,47.246,-418,-4.97,1472
809.6,47.289,-428.3,-6.67,1473
810.15,47.334,-428.1,-6.64,1474
810.7,47.38,-431.2,-7.15,1475
811.25,47.428,-427.8,-6.59,1476
811.8,47.474,-430.1,-6.97,1477
812.35,47.522,-428.7,-6.73,1478
812.9,47.569,-430.3,-7,1479
813.45,47.616,-431.5,-7.2,1480
814,47.664,-425.7,-6.24,1481
814.55,47.71,-425.9,-6.27,1482
815.1,47.755,-431.1,-7.13,1483
815.65,47.803,-434.3,-7.66,1484
816.2,47.852,-428.2,-6.65,1485
816.75,47.9,-431.8,-7.25,1486
817.3,47.95,-442.1,-8.94,1487
817.85,48.005,-435.9,-7.92,1488
818.4,48.058,-436.5,-8.02,1489
818.95,48.111,-439.7,-8.55,1490
819.5,48.165,-436,-7.94,1491
